uf,data,preco_medio,desvio_padrao
ALAGOAS,2016-11-27,3.737,0.15
AMAPA,2016-11-27,3.658,0.077
AMAZONAS,2016-11-27,3.4130000000000003,0.414
BAHIA,2016-11-27,3.695,0.171
CEARA,2016-11-27,3.801,0.128
DISTRITO FEDERAL,2016-11-27,3.551,0.122
ESPIRITO SANTO,2016-11-27,3.647,0.151
GOIAS,2016-11-27,3.73,0.154
MARANHAO,2016-11-27,3.529,0.214
MATO GROSSO,2016-11-27,3.728,0.16699999999999998
MATO GROSSO DO SUL,2016-11-27,3.535,0.233
MINAS GERAIS,2016-11-27,3.728,0.142
PARA,2016-11-27,3.989,0.211
PARAIBA,2016-11-27,3.5780000000000003,0.145
PARANA,2016-11-27,3.609,0.156
PERNAMBUCO,2016-11-27,3.618,0.19
PIAUI,2016-11-27,3.5410000000000004,0.139
RIO DE JANEIRO,2016-11-27,3.95,0.166
RIO GRANDE DO NORTE,2016-11-27,3.83,0.062
RIO GRANDE DO SUL,2016-11-27,3.82,0.188
RONDONIA,2016-11-27,3.856,0.154
RORAIMA,2016-11-27,3.837,0.013
SANTA CATARINA,2016-11-27,3.549,0.157
SAO PAULO,2016-11-27,3.492,0.14300000000000002
SERGIPE,2016-11-27,3.644,0.14800000000000002
TOCANTINS,2016-11-27,3.717,0.156
ACRE,2016-12-04,4.137,0.184
ALAGOAS,2016-12-04,3.679,0.182
AMAPA,2016-12-04,3.746,0.158
AMAZONAS,2016-12-04,3.442,0.411
BAHIA,2016-12-04,3.792,0.162
CEARA,2016-12-04,3.891,0.08800000000000001
DISTRITO FEDERAL,2016-12-04,3.621,0.098
ESPIRITO SANTO,2016-12-04,3.654,0.151
GOIAS,2016-12-04,3.83,0.121
MARANHAO,2016-12-04,3.57,0.18600000000000005
MATO GROSSO,2016-12-04,3.719,0.17
MATO GROSSO DO SUL,2016-12-04,3.528,0.242
MINAS GERAIS,2016-12-04,3.736,0.149
PARA,2016-12-04,3.997,0.232
PARAIBA,2016-12-04,3.599,0.139
PARANA,2016-12-04,3.651,0.156
PERNAMBUCO,2016-12-04,3.652,0.17800000000000002
PIAUI,2016-12-04,3.665,0.133
RIO DE JANEIRO,2016-12-04,3.93,0.172
RIO GRANDE DO NORTE,2016-12-04,3.872,0.06
RIO GRANDE DO SUL,2016-12-04,3.863,0.202
RONDONIA,2016-12-04,3.88,0.16699999999999998
RORAIMA,2016-12-04,3.828,0.043
SANTA CATARINA,2016-12-04,3.564,0.158
SAO PAULO,2016-12-04,3.54,0.153
SERGIPE,2016-12-04,3.732,0.188
TOCANTINS,2016-12-04,3.722,0.14
ACRE,2016-12-11,4.212,0.163
ALAGOAS,2016-12-11,3.687,0.224
AMAPA,2016-12-11,3.726,0.135
AMAZONAS,2016-12-11,3.989,0.205
BAHIA,2016-12-11,3.879,0.134
CEARA,2016-12-11,3.964,0.081
DISTRITO FEDERAL,2016-12-11,3.622,0.08800000000000001
ESPIRITO SANTO,2016-12-11,3.752,0.13
GOIAS,2016-12-11,3.852,0.133
MARANHAO,2016-12-11,3.595,0.202
MATO GROSSO,2016-12-11,3.753,0.168
MATO GROSSO DO SUL,2016-12-11,3.628,0.21
MINAS GERAIS,2016-12-11,3.784,0.152
PARA,2016-12-11,4.067,0.227
PARAIBA,2016-12-11,3.656,0.131
PARANA,2016-12-11,3.656,0.172
PERNAMBUCO,2016-12-11,3.654,0.188
PIAUI,2016-12-11,3.696,0.117
RIO DE JANEIRO,2016-12-11,3.999,0.174
RIO GRANDE DO NORTE,2016-12-11,3.887,0.076
RIO GRANDE DO SUL,2016-12-11,3.917,0.197
RONDONIA,2016-12-11,3.928,0.161
RORAIMA,2016-12-11,3.88,0.054000000000000006
SANTA CATARINA,2016-12-11,3.656,0.157
SAO PAULO,2016-12-11,3.5610000000000004,0.152
SERGIPE,2016-12-11,3.758,0.17
TOCANTINS,2016-12-11,3.783,0.145
ACRE,2016-12-18,4.224,0.18
ALAGOAS,2016-12-18,3.678,0.191
AMAPA,2016-12-18,3.705,0.132
AMAZONAS,2016-12-18,4.002,0.181
BAHIA,2016-12-18,3.87,0.128
CEARA,2016-12-18,3.981,0.058
DISTRITO FEDERAL,2016-12-18,3.684,0.152
ESPIRITO SANTO,2016-12-18,3.741,0.136
GOIAS,2016-12-18,3.891,0.092
MARANHAO,2016-12-18,3.605,0.2
MATO GROSSO,2016-12-18,3.78,0.175
MATO GROSSO DO SUL,2016-12-18,3.647,0.201
MINAS GERAIS,2016-12-18,3.795,0.15
PARA,2016-12-18,4.07,0.241
PARAIBA,2016-12-18,3.641,0.115
PARANA,2016-12-18,3.696,0.159
PERNAMBUCO,2016-12-18,3.64,0.206
PIAUI,2016-12-18,3.668,0.122
RIO DE JANEIRO,2016-12-18,3.996,0.171
RIO GRANDE DO NORTE,2016-12-18,3.937,0.041
RIO GRANDE DO SUL,2016-12-18,3.911,0.194
RONDONIA,2016-12-18,3.947,0.156
RORAIMA,2016-12-18,3.897,0.021
SANTA CATARINA,2016-12-18,3.645,0.149
SAO PAULO,2016-12-18,3.6,0.14
SERGIPE,2016-12-18,3.737,0.147
TOCANTINS,2016-12-18,3.756,0.151
ACRE,2016-12-25,4.215,0.185
ALAGOAS,2016-12-25,3.746,0.195
AMAPA,2016-12-25,3.675,0.08
AMAZONAS,2016-12-25,3.987,0.191
BAHIA,2016-12-25,3.796,0.16
CEARA,2016-12-25,3.987,0.06
DISTRITO FEDERAL,2016-12-25,3.657,0.127
ESPIRITO SANTO,2016-12-25,3.778,0.119
GOIAS,2016-12-25,3.903,0.092
MARANHAO,2016-12-25,3.609,0.194
MATO GROSSO,2016-12-25,3.763,0.18
MATO GROSSO DO SUL,2016-12-25,3.656,0.193
MINAS GERAIS,2016-12-25,3.815,0.139
PARA,2016-12-25,4.07,0.239
PARAIBA,2016-12-25,3.654,0.12
PARANA,2016-12-25,3.666,0.17
PERNAMBUCO,2016-12-25,3.605,0.227
PIAUI,2016-12-25,3.617,0.124
RIO DE JANEIRO,2016-12-25,4.002,0.16699999999999998
RIO GRANDE DO NORTE,2016-12-25,3.933,0.034
RIO GRANDE DO SUL,2016-12-25,3.919,0.195
RONDONIA,2016-12-25,3.969,0.142
RORAIMA,2016-12-25,3.877,0.03
SANTA CATARINA,2016-12-25,3.662,0.173
SAO PAULO,2016-12-25,3.594,0.134
SERGIPE,2016-12-25,3.732,0.145
TOCANTINS,2016-12-25,3.756,0.151
ACRE,2017-01-01,4.231,0.204
ALAGOAS,2017-01-01,3.733,0.224
AMAPA,2017-01-01,3.825,0.136
AMAZONAS,2017-01-01,3.993,0.192
BAHIA,2017-01-01,3.753,0.181
CEARA,2017-01-01,3.98,0.06
DISTRITO FEDERAL,2017-01-01,3.724,0.114
ESPIRITO SANTO,2017-01-01,3.74,0.141
GOIAS,2017-01-01,3.903,0.097
MARANHAO,2017-01-01,3.61,0.191
MATO GROSSO,2017-01-01,3.782,0.177
MATO GROSSO DO SUL,2017-01-01,3.661,0.201
MINAS GERAIS,2017-01-01,3.827,0.13
PARA,2017-01-01,4.093,0.226
PARAIBA,2017-01-01,3.613,0.118
PARANA,2017-01-01,3.694,0.149
PERNAMBUCO,2017-01-01,3.552,0.242
PIAUI,2017-01-01,3.642,0.115
RIO DE JANEIRO,2017-01-01,4.023,0.161
RIO GRANDE DO NORTE,2017-01-01,3.926,0.04
RIO GRANDE DO SUL,2017-01-01,3.909,0.195
RONDONIA,2017-01-01,3.971,0.14400000000000002
RORAIMA,2017-01-01,3.884,0.025
SANTA CATARINA,2017-01-01,3.67,0.16399999999999998
SAO PAULO,2017-01-01,3.605,0.14
SERGIPE,2017-01-01,3.743,0.145
TOCANTINS,2017-01-01,3.838,0.139
ACRE,2017-01-08,4.232,0.217
ALAGOAS,2017-01-08,3.733,0.228
AMAPA,2017-01-08,3.759,0.132
AMAZONAS,2017-01-08,3.991,0.193
BAHIA,2017-01-08,3.725,0.198
CEARA,2017-01-08,3.978,0.066
DISTRITO FEDERAL,2017-01-08,3.701,0.111
ESPIRITO SANTO,2017-01-08,3.772,0.128
GOIAS,2017-01-08,3.906,0.116
MARANHAO,2017-01-08,3.615,0.192
MATO GROSSO,2017-01-08,3.783,0.175
MATO GROSSO DO SUL,2017-01-08,3.703,0.18
MINAS GERAIS,2017-01-08,3.847,0.132
PARA,2017-01-08,4.104,0.235
PARAIBA,2017-01-08,3.589,0.125
PARANA,2017-01-08,3.679,0.156
PERNAMBUCO,2017-01-08,3.487,0.27
PIAUI,2017-01-08,3.658,0.107
RIO DE JANEIRO,2017-01-08,4.077,0.159
RIO GRANDE DO NORTE,2017-01-08,3.91,0.048
RIO GRANDE DO SUL,2017-01-08,3.906,0.199
RONDONIA,2017-01-08,4.002,0.16899999999999998
RORAIMA,2017-01-08,3.888,0.028
SANTA CATARINA,2017-01-08,3.702,0.161
SAO PAULO,2017-01-08,3.63,0.149
SERGIPE,2017-01-08,3.74,0.14300000000000002
TOCANTINS,2017-01-08,3.843,0.14300000000000002
ACRE,2017-01-15,4.249,0.242
ALAGOAS,2017-01-15,3.679,0.246
AMAPA,2017-01-15,3.739,0.098
AMAZONAS,2017-01-15,3.797,0.268
BAHIA,2017-01-15,3.703,0.212
CEARA,2017-01-15,3.981,0.068
DISTRITO FEDERAL,2017-01-15,3.736,0.102
ESPIRITO SANTO,2017-01-15,3.744,0.139
GOIAS,2017-01-15,3.93,0.106
MARANHAO,2017-01-15,3.623,0.194
MATO GROSSO,2017-01-15,3.795,0.175
MATO GROSSO DO SUL,2017-01-15,3.678,0.212
MINAS GERAIS,2017-01-15,3.866,0.127
PARA,2017-01-15,4.095,0.25
PARAIBA,2017-01-15,3.599,0.113
PARANA,2017-01-15,3.711,0.146
PERNAMBUCO,2017-01-15,3.492,0.266
PIAUI,2017-01-15,3.623,0.122
RIO DE JANEIRO,2017-01-15,4.029,0.163
RIO GRANDE DO NORTE,2017-01-15,3.928,0.047
RIO GRANDE DO SUL,2017-01-15,3.905,0.204
RONDONIA,2017-01-15,4.021,0.179
RORAIMA,2017-01-15,3.878,0.038
SANTA CATARINA,2017-01-15,3.713,0.157
SAO PAULO,2017-01-15,3.649,0.14400000000000002
SERGIPE,2017-01-15,3.716,0.131
TOCANTINS,2017-01-15,3.851,0.133
ACRE,2017-01-22,4.302,0.212
ALAGOAS,2017-01-22,3.631,0.26
AMAPA,2017-01-22,3.734,0.101
AMAZONAS,2017-01-22,3.704,0.312
BAHIA,2017-01-22,3.682,0.224
CEARA,2017-01-22,3.987,0.064
DISTRITO FEDERAL,2017-01-22,3.717,0.107
ESPIRITO SANTO,2017-01-22,3.763,0.133
GOIAS,2017-01-22,3.922,0.111
MARANHAO,2017-01-22,3.61,0.199
MATO GROSSO,2017-01-22,3.795,0.174
MATO GROSSO DO SUL,2017-01-22,3.711,0.188
MINAS GERAIS,2017-01-22,3.862,0.126
PARA,2017-01-22,4.093,0.248
PARAIBA,2017-01-22,3.616,0.109
PARANA,2017-01-22,3.691,0.156
PERNAMBUCO,2017-01-22,3.5010000000000003,0.269
PIAUI,2017-01-22,3.641,0.115
RIO DE JANEIRO,2017-01-22,4.046,0.173
RIO GRANDE DO NORTE,2017-01-22,3.897,0.046
RIO GRANDE DO SUL,2017-01-22,3.895,0.212
RONDONIA,2017-01-22,4.027,0.181
RORAIMA,2017-01-22,3.819,0.042
SANTA CATARINA,2017-01-22,3.714,0.155
SAO PAULO,2017-01-22,3.628,0.147
SERGIPE,2017-01-22,3.714,0.127
TOCANTINS,2017-01-22,3.85,0.128
ACRE,2017-01-29,4.297,0.218
ALAGOAS,2017-01-29,3.724,0.209
AMAPA,2017-01-29,3.732,0.096
AMAZONAS,2017-01-29,3.602,0.366
BAHIA,2017-01-29,3.833,0.18600000000000005
CEARA,2017-01-29,3.982,0.07400000000000001
DISTRITO FEDERAL,2017-01-29,3.73,0.104
ESPIRITO SANTO,2017-01-29,3.762,0.126
GOIAS,2017-01-29,3.896,0.127
MARANHAO,2017-01-29,3.6010000000000004,0.211
MATO GROSSO,2017-01-29,3.789,0.175
MATO GROSSO DO SUL,2017-01-29,3.689,0.19
MINAS GERAIS,2017-01-29,3.84,0.13699999999999998
PARA,2017-01-29,4.073,0.254
PARAIBA,2017-01-29,3.615,0.109
PARANA,2017-01-29,3.692,0.155
PERNAMBUCO,2017-01-29,3.495,0.269
PIAUI,2017-01-29,3.651,0.11
RIO DE JANEIRO,2017-01-29,4.037,0.16
RIO GRANDE DO NORTE,2017-01-29,3.889,0.061
RIO GRANDE DO SUL,2017-01-29,3.884,0.21600000000000005
RONDONIA,2017-01-29,4.015,0.173
RORAIMA,2017-01-29,3.813,0.047
SANTA CATARINA,2017-01-29,3.717,0.154
SAO PAULO,2017-01-29,3.634,0.145
SERGIPE,2017-01-29,3.691,0.124
TOCANTINS,2017-01-29,3.828,0.142
ACRE,2017-02-05,4.301,0.211
ALAGOAS,2017-02-05,3.822,0.17
AMAPA,2017-02-05,3.732,0.096
AMAZONAS,2017-02-05,3.562,0.385
BAHIA,2017-02-05,3.862,0.173
CEARA,2017-02-05,3.979,0.077
DISTRITO FEDERAL,2017-02-05,3.726,0.1
ESPIRITO SANTO,2017-02-05,3.762,0.128
GOIAS,2017-02-05,3.799,0.165
MARANHAO,2017-02-05,3.582,0.221
MATO GROSSO,2017-02-05,3.793,0.174
MATO GROSSO DO SUL,2017-02-05,3.664,0.207
MINAS GERAIS,2017-02-05,3.837,0.14
PARA,2017-02-05,4.092,0.239
PARAIBA,2017-02-05,3.611,0.111
PARANA,2017-02-05,3.68,0.158
PERNAMBUCO,2017-02-05,3.4530000000000003,0.278
PIAUI,2017-02-05,3.627,0.114
RIO DE JANEIRO,2017-02-05,4.04,0.16399999999999998
RIO GRANDE DO NORTE,2017-02-05,3.899,0.07200000000000001
RIO GRANDE DO SUL,2017-02-05,3.879,0.219
RONDONIA,2017-02-05,3.978,0.202
RORAIMA,2017-02-05,3.788,0.027000000000000003
SANTA CATARINA,2017-02-05,3.706,0.158
SAO PAULO,2017-02-05,3.611,0.14800000000000002
SERGIPE,2017-02-05,3.684,0.119
TOCANTINS,2017-02-05,3.826,0.14400000000000002
ACRE,2017-02-12,4.299,0.213
ALAGOAS,2017-02-12,3.834,0.139
AMAPA,2017-02-12,3.741,0.101
AMAZONAS,2017-02-12,3.967,0.255
BAHIA,2017-02-12,3.879,0.157
CEARA,2017-02-12,3.978,0.073
DISTRITO FEDERAL,2017-02-12,3.704,0.086
ESPIRITO SANTO,2017-02-12,3.737,0.139
GOIAS,2017-02-12,3.766,0.168
MARANHAO,2017-02-12,3.5660000000000003,0.221
MATO GROSSO,2017-02-12,3.78,0.17
MATO GROSSO DO SUL,2017-02-12,3.673,0.189
MINAS GERAIS,2017-02-12,3.825,0.145
PARA,2017-02-12,4.0680000000000005,0.244
PARAIBA,2017-02-12,3.629,0.105
PARANA,2017-02-12,3.676,0.158
PERNAMBUCO,2017-02-12,3.429,0.277
PIAUI,2017-02-12,3.618,0.118
RIO DE JANEIRO,2017-02-12,4.017,0.16
RIO GRANDE DO NORTE,2017-02-12,3.89,0.059
RIO GRANDE DO SUL,2017-02-12,3.869,0.225
RONDONIA,2017-02-12,3.987,0.183
RORAIMA,2017-02-12,3.789,0.018000000000000002
SANTA CATARINA,2017-02-12,3.704,0.159
SAO PAULO,2017-02-12,3.624,0.14800000000000002
SERGIPE,2017-02-12,3.666,0.109
TOCANTINS,2017-02-12,3.825,0.153
ACRE,2017-02-19,4.301,0.211
ALAGOAS,2017-02-19,3.836,0.139
AMAPA,2017-02-19,3.741,0.101
AMAZONAS,2017-02-19,3.977,0.249
BAHIA,2017-02-19,3.841,0.166
CEARA,2017-02-19,3.964,0.08199999999999999
DISTRITO FEDERAL,2017-02-19,3.681,0.135
ESPIRITO SANTO,2017-02-19,3.738,0.142
GOIAS,2017-02-19,3.791,0.152
MARANHAO,2017-02-19,3.5580000000000003,0.224
MATO GROSSO,2017-02-19,3.785,0.16899999999999998
MATO GROSSO DO SUL,2017-02-19,3.661,0.195
MINAS GERAIS,2017-02-19,3.815,0.154
PARA,2017-02-19,4.07,0.241
PARAIBA,2017-02-19,3.639,0.103
PARANA,2017-02-19,3.667,0.165
PERNAMBUCO,2017-02-19,3.437,0.28300000000000003
PIAUI,2017-02-19,3.616,0.122
RIO DE JANEIRO,2017-02-19,4.0139999999999985,0.163
RIO GRANDE DO NORTE,2017-02-19,3.897,0.058
RIO GRANDE DO SUL,2017-02-19,3.861,0.229
RONDONIA,2017-02-19,3.979,0.182
RORAIMA,2017-02-19,3.793,0.022
SANTA CATARINA,2017-02-19,3.694,0.16399999999999998
SAO PAULO,2017-02-19,3.606,0.14800000000000002
SERGIPE,2017-02-19,3.664,0.116
TOCANTINS,2017-02-19,3.829,0.155
ACRE,2017-02-26,4.301,0.214
ALAGOAS,2017-02-26,3.84,0.115
AMAPA,2017-02-26,3.726,0.112
AMAZONAS,2017-02-26,3.626,0.358
BAHIA,2017-02-26,3.812,0.17600000000000002
CEARA,2017-02-26,3.96,0.078
DISTRITO FEDERAL,2017-02-26,3.604,0.153
ESPIRITO SANTO,2017-02-26,3.73,0.14400000000000002
GOIAS,2017-02-26,3.784,0.152
MARANHAO,2017-02-26,3.559,0.21
MATO GROSSO,2017-02-26,3.753,0.16899999999999998
MATO GROSSO DO SUL,2017-02-26,3.648,0.196
MINAS GERAIS,2017-02-26,3.802,0.158
PARA,2017-02-26,4.053,0.253
PARAIBA,2017-02-26,3.626,0.107
PARANA,2017-02-26,3.64,0.168
PERNAMBUCO,2017-02-26,3.442,0.273
PIAUI,2017-02-26,3.611,0.116
RIO DE JANEIRO,2017-02-26,4.009,0.16699999999999998
RIO GRANDE DO NORTE,2017-02-26,3.901,0.051
RIO GRANDE DO SUL,2017-02-26,3.851,0.23
RONDONIA,2017-02-26,3.966,0.181
RORAIMA,2017-02-26,3.786,0.009000000000000001
SANTA CATARINA,2017-02-26,3.693,0.16
SAO PAULO,2017-02-26,3.604,0.152
SERGIPE,2017-02-26,3.66,0.128
TOCANTINS,2017-02-26,3.805,0.162
ACRE,2017-03-05,4.289,0.221
ALAGOAS,2017-03-05,3.834,0.103
AMAPA,2017-03-05,3.722,0.115
AMAZONAS,2017-03-05,3.463,0.426
BAHIA,2017-03-05,3.79,0.175
CEARA,2017-03-05,3.898,0.098
DISTRITO FEDERAL,2017-03-05,3.56,0.126
ESPIRITO SANTO,2017-03-05,3.717,0.154
GOIAS,2017-03-05,3.751,0.154
MARANHAO,2017-03-05,3.545,0.207
MATO GROSSO,2017-03-05,3.742,0.171
MATO GROSSO DO SUL,2017-03-05,3.663,0.177
MINAS GERAIS,2017-03-05,3.775,0.166
PARA,2017-03-05,4.043,0.258
PARAIBA,2017-03-05,3.621,0.121
PARANA,2017-03-05,3.604,0.17600000000000002
PERNAMBUCO,2017-03-05,3.411,0.282
PIAUI,2017-03-05,3.603,0.128
RIO DE JANEIRO,2017-03-05,4.011,0.172
RIO GRANDE DO NORTE,2017-03-05,3.829,0.052000000000000005
RIO GRANDE DO SUL,2017-03-05,3.839,0.229
RONDONIA,2017-03-05,3.945,0.18600000000000005
RORAIMA,2017-03-05,3.787,0.019
SANTA CATARINA,2017-03-05,3.672,0.17
SAO PAULO,2017-03-05,3.556,0.14800000000000002
SERGIPE,2017-03-05,3.635,0.119
TOCANTINS,2017-03-05,3.796,0.168
ACRE,2017-03-12,4.268,0.23
ALAGOAS,2017-03-12,3.832,0.107
AMAPA,2017-03-12,3.724,0.115
AMAZONAS,2017-03-12,3.4560000000000004,0.4320000000000001
BAHIA,2017-03-12,3.722,0.192
CEARA,2017-03-12,3.825,0.126
DISTRITO FEDERAL,2017-03-12,3.585,0.132
ESPIRITO SANTO,2017-03-12,3.709,0.152
GOIAS,2017-03-12,3.753,0.14400000000000002
MARANHAO,2017-03-12,3.531,0.208
MATO GROSSO,2017-03-12,3.732,0.16399999999999998
MATO GROSSO DO SUL,2017-03-12,3.626,0.191
MINAS GERAIS,2017-03-12,3.752,0.166
PARA,2017-03-12,4.015,0.262
PARAIBA,2017-03-12,3.608,0.132
PARANA,2017-03-12,3.585,0.185
PERNAMBUCO,2017-03-12,3.412,0.269
PIAUI,2017-03-12,3.572,0.141
RIO DE JANEIRO,2017-03-12,3.956,0.173
RIO GRANDE DO NORTE,2017-03-12,3.821,0.073
RIO GRANDE DO SUL,2017-03-12,3.827,0.233
RONDONIA,2017-03-12,3.942,0.147
RORAIMA,2017-03-12,3.763,0.033
SANTA CATARINA,2017-03-12,3.678,0.16699999999999998
SAO PAULO,2017-03-12,3.532,0.154
SERGIPE,2017-03-12,3.608,0.119
TOCANTINS,2017-03-12,3.793,0.153
ACRE,2017-03-19,4.251,0.237
ALAGOAS,2017-03-19,3.842,0.106
AMAPA,2017-03-19,3.663,0.123
AMAZONAS,2017-03-19,3.822,0.299
BAHIA,2017-03-19,3.76,0.171
CEARA,2017-03-19,3.807,0.133
DISTRITO FEDERAL,2017-03-19,3.544,0.124
ESPIRITO SANTO,2017-03-19,3.662,0.18
GOIAS,2017-03-19,3.697,0.153
MARANHAO,2017-03-19,3.545,0.191
MATO GROSSO,2017-03-19,3.717,0.162
MATO GROSSO DO SUL,2017-03-19,3.597,0.207
MINAS GERAIS,2017-03-19,3.738,0.16899999999999998
PARA,2017-03-19,4.013,0.264
PARAIBA,2017-03-19,3.599,0.128
PARANA,2017-03-19,3.57,0.182
PERNAMBUCO,2017-03-19,3.391,0.278
PIAUI,2017-03-19,3.545,0.142
RIO DE JANEIRO,2017-03-19,3.997,0.177
RIO GRANDE DO NORTE,2017-03-19,3.793,0.07
RIO GRANDE DO SUL,2017-03-19,3.775,0.247
RONDONIA,2017-03-19,3.931,0.135
RORAIMA,2017-03-19,3.72,0.025
SANTA CATARINA,2017-03-19,3.632,0.17800000000000002
SAO PAULO,2017-03-19,3.509,0.153
SERGIPE,2017-03-19,3.592,0.116
TOCANTINS,2017-03-19,3.784,0.146
ACRE,2017-03-26,4.243,0.242
ALAGOAS,2017-03-26,3.841,0.114
AMAPA,2017-03-26,3.656,0.123
AMAZONAS,2017-03-26,3.88,0.224
BAHIA,2017-03-26,3.808,0.138
CEARA,2017-03-26,3.753,0.136
DISTRITO FEDERAL,2017-03-26,3.553,0.14
ESPIRITO SANTO,2017-03-26,3.665,0.166
GOIAS,2017-03-26,3.837,0.123
MARANHAO,2017-03-26,3.537,0.187
MATO GROSSO,2017-03-26,3.695,0.159
MATO GROSSO DO SUL,2017-03-26,3.5980000000000003,0.179
MINAS GERAIS,2017-03-26,3.71,0.166
PARA,2017-03-26,3.982,0.27
PARAIBA,2017-03-26,3.574,0.121
PARANA,2017-03-26,3.545,0.192
PERNAMBUCO,2017-03-26,3.524,0.246
PIAUI,2017-03-26,3.554,0.13699999999999998
RIO DE JANEIRO,2017-03-26,3.971,0.177
RIO GRANDE DO NORTE,2017-03-26,3.802,0.087
RIO GRANDE DO SUL,2017-03-26,3.769,0.242
RONDONIA,2017-03-26,3.927,0.132
RORAIMA,2017-03-26,3.731,0.041
SANTA CATARINA,2017-03-26,3.646,0.16699999999999998
SAO PAULO,2017-03-26,3.502,0.16
SERGIPE,2017-03-26,3.571,0.121
TOCANTINS,2017-03-26,3.756,0.145
ACRE,2017-04-02,4.243,0.245
ALAGOAS,2017-04-02,3.82,0.125
AMAPA,2017-04-02,3.658,0.122
AMAZONAS,2017-04-02,3.88,0.224
BAHIA,2017-04-02,3.741,0.158
CEARA,2017-04-02,3.683,0.17600000000000002
DISTRITO FEDERAL,2017-04-02,3.548,0.132
ESPIRITO SANTO,2017-04-02,3.651,0.177
GOIAS,2017-04-02,3.824,0.132
MARANHAO,2017-04-02,3.533,0.185
MATO GROSSO,2017-04-02,3.686,0.166
MATO GROSSO DO SUL,2017-04-02,3.611,0.172
MINAS GERAIS,2017-04-02,3.692,0.165
PARA,2017-04-02,3.987,0.265
PARAIBA,2017-04-02,3.555,0.109
PARANA,2017-04-02,3.537,0.192
PERNAMBUCO,2017-04-02,3.611,0.197
PIAUI,2017-04-02,3.536,0.128
RIO DE JANEIRO,2017-04-02,3.958,0.17
RIO GRANDE DO NORTE,2017-04-02,3.798,0.083
RIO GRANDE DO SUL,2017-04-02,3.747,0.254
RONDONIA,2017-04-02,3.922,0.132
RORAIMA,2017-04-02,3.713,0.021
SANTA CATARINA,2017-04-02,3.6010000000000004,0.17800000000000002
SAO PAULO,2017-04-02,3.458,0.155
SERGIPE,2017-04-02,3.552,0.107
TOCANTINS,2017-04-02,3.756,0.14800000000000002
ACRE,2017-04-09,4.239,0.242
ALAGOAS,2017-04-09,3.818,0.102
AMAPA,2017-04-09,3.641,0.117
AMAZONAS,2017-04-09,3.877,0.212
BAHIA,2017-04-09,3.667,0.177
CEARA,2017-04-09,3.61,0.17600000000000002
DISTRITO FEDERAL,2017-04-09,3.508,0.111
ESPIRITO SANTO,2017-04-09,3.613,0.196
GOIAS,2017-04-09,3.768,0.141
MARANHAO,2017-04-09,3.533,0.191
MATO GROSSO,2017-04-09,3.665,0.154
MATO GROSSO DO SUL,2017-04-09,3.5860000000000003,0.181
MINAS GERAIS,2017-04-09,3.696,0.165
PARA,2017-04-09,3.969,0.269
PARAIBA,2017-04-09,3.569,0.11
PARANA,2017-04-09,3.539,0.19
PERNAMBUCO,2017-04-09,3.611,0.187
PIAUI,2017-04-09,3.53,0.136
RIO DE JANEIRO,2017-04-09,3.956,0.188
RIO GRANDE DO NORTE,2017-04-09,3.771,0.076
RIO GRANDE DO SUL,2017-04-09,3.727,0.258
RONDONIA,2017-04-09,3.928,0.135
RORAIMA,2017-04-09,3.715,0.044
SANTA CATARINA,2017-04-09,3.629,0.155
SAO PAULO,2017-04-09,3.468,0.153
SERGIPE,2017-04-09,3.542,0.099
TOCANTINS,2017-04-09,3.75,0.14800000000000002
ACRE,2017-04-16,4.228,0.239
ALAGOAS,2017-04-16,3.807,0.098
AMAPA,2017-04-16,3.654,0.18
AMAZONAS,2017-04-16,3.869,0.215
BAHIA,2017-04-16,3.634,0.19
CEARA,2017-04-16,3.627,0.174
DISTRITO FEDERAL,2017-04-16,3.548,0.136
ESPIRITO SANTO,2017-04-16,3.621,0.191
GOIAS,2017-04-16,3.667,0.14300000000000002
MARANHAO,2017-04-16,3.53,0.189
MATO GROSSO,2017-04-16,3.669,0.151
MATO GROSSO DO SUL,2017-04-16,3.596,0.173
MINAS GERAIS,2017-04-16,3.723,0.151
PARA,2017-04-16,3.956,0.274
PARAIBA,2017-04-16,3.56,0.111
PARANA,2017-04-16,3.519,0.19
PERNAMBUCO,2017-04-16,3.604,0.181
PIAUI,2017-04-16,3.528,0.13699999999999998
RIO DE JANEIRO,2017-04-16,3.947,0.191
RIO GRANDE DO NORTE,2017-04-16,3.768,0.08199999999999999
RIO GRANDE DO SUL,2017-04-16,3.704,0.262
RONDONIA,2017-04-16,3.923,0.131
RORAIMA,2017-04-16,3.713,0.05
SANTA CATARINA,2017-04-16,3.574,0.181
SAO PAULO,2017-04-16,3.455,0.156
SERGIPE,2017-04-16,3.527,0.096
TOCANTINS,2017-04-16,3.728,0.15
ACRE,2017-04-23,4.238,0.24
ALAGOAS,2017-04-23,3.805,0.09
AMAPA,2017-04-23,3.652,0.184
AMAZONAS,2017-04-23,3.811,0.243
BAHIA,2017-04-23,3.627,0.204
CEARA,2017-04-23,3.739,0.129
DISTRITO FEDERAL,2017-04-23,3.608,0.112
ESPIRITO SANTO,2017-04-23,3.633,0.163
GOIAS,2017-04-23,3.686,0.145
MARANHAO,2017-04-23,3.525,0.184
MATO GROSSO,2017-04-23,3.665,0.159
MATO GROSSO DO SUL,2017-04-23,3.574,0.181
MINAS GERAIS,2017-04-23,3.691,0.162
PARA,2017-04-23,3.95,0.274
