TP_ESCOLA,TP_ENSINO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_STATUS_REDACAO,NU_NOTA_REDACAO
2,3.0,PA,18.0,F,0.0,2,528.4,602.3,534.8,482.8,1.0,380.0
2,1.0,SP,17.0,M,0.0,3,596.2,675.2,636.3,731.4,1.0,740.0
1,1.0,MG,22.0,F,2.0,3,482.6,699.1,604.9,549.5,1.0,700.0
1,,BA,16.0,F,0.0,1,479.7,422.2,539.6,418.4,1.0,360.0
1,,SP,33.0,F,1.0,3,533.3,639.2,477.7,513.4,1.0,600.0
1,1.0,PA,22.0,F,0.0,3,529.0,442.1,509.5,551.2,1.0,640.0
1,1.0,BA,20.0,M,0.0,2,377.7,626.3,486.9,541.9,1.0,500.0
1,1.0,CE,18.0,F,0.0,5,437.4,527.7,394.9,458.2,1.0,560.0
1,1.0,PA,21.0,M,0.0,3,631.3,410.7,581.7,406.4,1.0,540.0
2,1.0,SP,18.0,M,0.0,3,557.4,683.2,630.7,527.4,1.0,660.0
1,,SP,18.0,M,0.0,1,692.3,,,764.2,,
2,1.0,SC,17.0,F,0.0,1,496.1,624.7,575.5,564.4,1.0,720.0
1,1.0,PA,27.0,M,0.0,1,581.5,641.4,555.8,543.8,1.0,620.0
1,,PR,21.0,F,0.0,2,399.3,493.0,481.2,475.0,1.0,440.0
1,,SP,27.0,M,0.0,2,693.3,674.7,659.9,803.5,1.0,780.0
1,,RS,37.0,F,,1,489.6,552.9,545.5,447.8,1.0,540.0
1,,SP,24.0,M,0.0,3,537.7,639.2,504.8,603.3,1.0,580.0
1,1.0,GO,21.0,F,1.0,4,580.6,600.9,583.5,580.3,1.0,700.0
1,1.0,PA,18.0,F,0.0,3,546.1,548.6,537.4,512.2,1.0,500.0
1,,SC,24.0,M,0.0,1,594.8,681.2,594.2,725.2,1.0,560.0
1,,BA,19.0,M,0.0,2,508.4,557.4,503.8,578.0,1.0,240.0
1,1.0,PE,21.0,F,0.0,2,410.2,659.4,413.9,481.3,1.0,800.0
1,1.0,SP,18.0,F,0.0,1,446.2,436.1,427.4,500.6,1.0,320.0
1,,MG,38.0,F,0.0,0,595.0,638.9,577.0,550.5,1.0,420.0
1,1.0,PE,22.0,F,0.0,3,436.2,522.7,574.3,409.1,1.0,520.0
1,1.0,MA,29.0,M,,1,543.8,648.8,600.9,598.1,1.0,740.0
2,3.0,AM,25.0,F,2.0,3,432.0,526.1,498.4,567.9,1.0,620.0
2,1.0,BA,16.0,F,0.0,3,437.3,606.7,557.0,707.0,1.0,500.0
2,1.0,CE,18.0,M,0.0,3,420.9,440.6,446.7,465.2,1.0,560.0
1,,SP,54.0,F,1.0,1,500.3,601.6,484.4,483.2,1.0,360.0
1,,SP,17.0,F,0.0,4,664.4,681.4,663.7,721.2,1.0,800.0
1,1.0,RN,26.0,F,0.0,1,465.4,493.9,507.1,455.8,1.0,260.0
1,,AM,46.0,M,1.0,3,396.4,472.4,451.1,393.7,1.0,340.0
1,1.0,CE,20.0,F,0.0,3,410.4,621.9,591.6,428.4,1.0,580.0
1,1.0,SP,19.0,F,0.0,3,490.9,590.8,483.8,490.8,1.0,320.0
1,,RJ,19.0,M,0.0,1,469.9,697.5,664.6,708.8,1.0,860.0
1,1.0,BA,31.0,F,0.0,3,415.1,477.8,496.9,608.1,1.0,520.0
2,1.0,GO,18.0,F,0.0,3,583.0,615.0,544.9,411.1,1.0,400.0
2,1.0,SP,18.0,M,0.0,3,455.4,537.0,401.4,389.8,1.0,320.0
1,1.0,BA,20.0,F,0.0,3,424.8,591.2,456.8,486.3,1.0,620.0
1,1.0,ES,18.0,M,0.0,0,653.8,703.1,665.8,904.3,1.0,940.0
2,1.0,SP,17.0,M,0.0,3,410.3,578.3,423.9,473.7,1.0,320.0
1,,BA,23.0,F,0.0,3,429.5,479.2,399.6,436.3,1.0,460.0
1,1.0,RN,29.0,F,2.0,3,419.1,639.5,569.0,686.2,1.0,360.0
1,1.0,MG,18.0,F,0.0,2,522.9,636.9,572.6,487.5,1.0,680.0
1,,SC,48.0,M,0.0,3,516.0,646.3,650.0,666.4,1.0,680.0
2,3.0,PR,20.0,F,0.0,1,406.3,435.5,413.4,444.9,1.0,280.0
2,1.0,MG,17.0,M,0.0,3,511.5,644.8,612.2,646.4,1.0,860.0
1,3.0,CE,28.0,F,0.0,1,490.4,430.1,482.6,476.3,1.0,600.0
1,,SP,22.0,M,1.0,2,482.0,494.2,570.6,551.0,1.0,420.0
1,,MG,26.0,M,0.0,3,650.1,664.2,615.4,753.7,1.0,840.0
1,1.0,MA,28.0,M,0.0,3,468.7,590.7,457.4,516.0,1.0,420.0
1,1.0,DF,34.0,F,1.0,1,549.9,545.4,562.1,544.7,1.0,480.0
2,1.0,AP,19.0,M,0.0,1,410.8,616.8,487.5,458.4,1.0,400.0
1,,SP,32.0,M,1.0,1,563.4,625.2,562.1,473.2,1.0,340.0
1,1.0,MG,18.0,F,0.0,3,563.0,616.7,480.0,646.9,1.0,660.0
1,1.0,RO,39.0,F,0.0,3,449.4,470.9,438.8,503.5,1.0,320.0
1,1.0,RN,17.0,M,0.0,2,577.6,644.7,575.9,689.1,1.0,680.0
1,1.0,PA,26.0,F,1.0,3,398.0,630.6,595.0,619.1,1.0,580.0
1,,SP,17.0,M,0.0,1,608.1,563.6,603.4,655.3,1.0,560.0
1,1.0,AP,54.0,F,1.0,1,442.6,488.8,513.4,486.8,1.0,480.0
1,,MA,16.0,F,0.0,1,550.8,639.1,447.2,510.8,1.0,740.0
2,1.0,MA,20.0,M,0.0,1,552.4,599.7,527.4,500.8,1.0,500.0
1,1.0,RJ,20.0,F,0.0,3,383.2,585.0,555.9,533.6,1.0,360.0
2,3.0,CE,19.0,F,0.0,3,413.7,442.2,545.1,432.8,1.0,380.0
1,,RJ,21.0,F,0.0,1,565.3,654.0,650.6,473.4,1.0,520.0
1,1.0,GO,20.0,M,0.0,3,468.0,624.5,579.1,539.2,1.0,320.0
1,,RN,53.0,M,1.0,1,407.6,419.9,409.2,407.4,1.0,260.0
1,,SP,48.0,M,1.0,0,497.1,640.1,489.6,446.3,1.0,280.0
1,1.0,PI,26.0,F,0.0,1,475.9,435.6,478.5,438.1,1.0,400.0
1,1.0,MA,20.0,M,0.0,3,422.4,409.1,545.2,639.9,1.0,340.0
4,1.0,PE,18.0,M,0.0,1,602.7,681.9,602.5,567.2,1.0,820.0
1,1.0,CE,25.0,F,0.0,3,406.3,513.9,451.6,401.2,1.0,300.0
1,1.0,SP,30.0,F,0.0,1,432.2,630.9,572.0,648.3,1.0,580.0
1,,GO,34.0,M,0.0,2,637.9,619.4,630.5,779.4,1.0,820.0
1,,MG,26.0,F,0.0,3,444.4,571.7,478.5,385.4,1.0,540.0
1,,SP,34.0,M,0.0,3,576.6,641.5,537.8,573.4,1.0,660.0
1,,GO,17.0,F,0.0,1,454.5,597.2,552.3,455.0,1.0,320.0
1,3.0,RJ,23.0,M,0.0,3,409.0,492.8,528.6,564.6,1.0,440.0
1,,CE,19.0,F,1.0,3,503.2,602.5,555.9,402.0,1.0,520.0
2,3.0,SP,19.0,F,0.0,1,551.2,568.5,536.6,415.2,1.0,280.0
2,1.0,SE,18.0,F,0.0,3,537.7,622.4,501.1,441.1,1.0,620.0
1,,BA,19.0,F,0.0,3,497.6,565.0,501.7,419.4,1.0,620.0
1,,DF,37.0,M,1.0,3,715.9,704.1,648.8,732.6,1.0,860.0
1,1.0,MA,20.0,M,0.0,3,388.3,419.6,434.6,381.7,3.0,0.0
1,1.0,PB,21.0,M,0.0,1,542.2,651.3,555.8,603.7,1.0,900.0
2,1.0,RJ,18.0,F,0.0,3,492.1,589.3,569.4,641.3,1.0,560.0
1,1.0,SP,24.0,M,0.0,3,367.7,418.3,460.5,412.2,1.0,460.0
1,1.0,SC,22.0,F,0.0,1,643.2,724.6,682.0,774.7,1.0,920.0
1,1.0,RJ,17.0,F,,1,602.1,639.0,606.3,726.0,1.0,800.0
1,1.0,CE,32.0,F,0.0,3,570.5,600.5,550.4,486.4,1.0,440.0
1,3.0,MG,20.0,F,0.0,0,566.1,435.8,455.0,497.6,1.0,580.0
2,1.0,PR,17.0,M,0.0,4,580.7,432.9,450.0,514.0,1.0,320.0
1,1.0,MG,19.0,F,0.0,3,518.6,638.6,643.4,547.5,1.0,840.0
2,1.0,PR,18.0,F,0.0,1,392.8,455.6,461.9,508.6,1.0,360.0
1,,SP,38.0,M,1.0,1,577.1,628.5,518.0,666.4,1.0,560.0
1,1.0,PR,19.0,F,0.0,3,667.7,653.4,638.8,736.6,1.0,820.0
1,,PE,19.0,M,0.0,3,392.5,498.8,430.7,441.9,1.0,340.0
2,1.0,RJ,20.0,F,0.0,2,467.0,510.2,410.1,416.8,4.0,0.0
1,,BA,32.0,F,1.0,2,442.6,561.8,519.1,443.7,1.0,600.0
2,3.0,BA,19.0,F,0.0,2,406.2,458.4,411.8,603.0,1.0,520.0
1,,ES,21.0,F,0.0,3,456.2,513.9,500.0,527.8,1.0,320.0
1,3.0,MG,25.0,M,0.0,2,491.1,532.4,518.3,394.3,1.0,660.0
1,3.0,PE,23.0,F,0.0,1,484.5,397.0,412.9,472.1,1.0,300.0
1,1.0,RJ,42.0,M,1.0,3,399.5,603.9,482.7,525.7,1.0,560.0
2,1.0,RJ,18.0,F,0.0,3,433.1,533.5,527.6,506.7,1.0,420.0
1,,BA,22.0,M,0.0,2,404.3,568.2,543.9,455.4,1.0,240.0
1,1.0,SP,20.0,M,0.0,1,520.7,599.0,559.4,614.6,1.0,760.0
1,1.0,BA,20.0,M,0.0,3,464.5,423.1,345.2,446.4,1.0,340.0
2,3.0,PA,20.0,F,0.0,3,408.5,456.0,475.3,430.9,1.0,300.0
1,,RN,21.0,F,0.0,3,629.2,662.0,605.2,554.4,1.0,940.0
1,,PE,31.0,M,0.0,3,606.3,619.9,554.7,594.0,1.0,620.0
2,1.0,SP,18.0,M,0.0,1,408.5,569.6,560.9,595.1,1.0,580.0
1,1.0,MG,25.0,F,1.0,2,551.3,628.7,597.1,502.2,1.0,560.0
2,1.0,SP,17.0,F,,1,585.5,595.0,606.0,564.3,1.0,600.0
1,3.0,SP,48.0,F,0.0,1,476.5,606.4,528.9,624.0,1.0,620.0
1,1.0,MG,20.0,F,0.0,2,482.9,625.7,556.4,678.9,1.0,580.0
2,1.0,PR,17.0,M,0.0,1,460.5,578.0,569.6,585.3,1.0,580.0
1,1.0,SP,24.0,F,,3,527.8,588.6,595.9,493.1,1.0,480.0
1,1.0,MS,25.0,M,0.0,2,540.1,651.8,592.6,689.2,1.0,880.0
1,1.0,BA,21.0,F,0.0,3,619.7,678.4,581.0,690.0,1.0,800.0
1,2.0,PA,19.0,F,0.0,3,449.1,464.7,466.3,506.3,1.0,440.0
1,1.0,SP,18.0,M,0.0,3,582.8,634.4,613.9,648.0,1.0,660.0
1,,MG,21.0,F,0.0,1,539.8,526.8,485.4,386.3,1.0,760.0
1,1.0,SP,29.0,M,2.0,3,414.8,492.5,565.8,594.2,1.0,340.0
1,1.0,PB,21.0,F,0.0,3,480.7,556.3,553.4,578.2,1.0,340.0
1,,SP,21.0,F,0.0,1,727.0,728.9,652.1,810.4,1.0,940.0
1,1.0,ES,18.0,F,0.0,3,537.4,679.1,600.0,468.2,1.0,700.0
1,,SP,18.0,F,0.0,3,587.8,661.7,600.6,621.6,1.0,720.0
1,1.0,ES,20.0,F,0.0,3,439.6,460.5,559.5,523.9,1.0,580.0
1,,PB,37.0,M,1.0,1,615.9,631.3,542.7,439.1,1.0,580.0
1,1.0,SC,19.0,F,0.0,2,526.5,551.5,589.9,434.6,1.0,340.0
1,1.0,PE,17.0,F,0.0,1,715.1,659.9,658.5,922.4,1.0,740.0
1,1.0,PB,18.0,M,0.0,1,429.2,509.6,510.9,549.0,1.0,320.0
1,,RO,44.0,M,1.0,3,394.9,447.2,440.0,477.0,1.0,520.0
1,1.0,MA,19.0,F,0.0,3,425.0,500.6,504.9,391.9,1.0,340.0
1,,PI,26.0,M,0.0,0,489.6,641.9,574.4,595.5,1.0,400.0
2,1.0,CE,17.0,F,0.0,3,454.2,570.4,539.7,569.4,1.0,760.0
2,1.0,MA,17.0,F,0.0,2,453.2,481.8,576.9,445.4,1.0,680.0
1,1.0,PI,17.0,M,0.0,3,370.0,598.6,456.6,696.4,1.0,580.0
1,1.0,AP,18.0,M,0.0,3,381.9,504.9,500.4,520.3,1.0,300.0
1,,SP,22.0,M,0.0,1,535.3,441.2,457.1,389.1,1.0,540.0
1,1.0,SP,22.0,M,0.0,3,454.9,619.9,507.1,549.5,1.0,480.0
2,1.0,MG,17.0,F,0.0,3,575.0,650.9,578.8,647.4,1.0,680.0
1,,RN,18.0,F,0.0,3,426.2,481.2,481.0,476.6,1.0,580.0
2,3.0,PE,18.0,M,0.0,3,547.1,478.8,550.3,649.6,1.0,320.0
1,1.0,MG,23.0,F,0.0,3,408.6,619.9,556.0,558.6,1.0,580.0
1,1.0,RJ,20.0,F,0.0,3,488.5,558.2,362.7,375.2,1.0,560.0
1,,SP,19.0,M,0.0,3,583.0,674.7,567.7,559.2,1.0,540.0
1,1.0,CE,26.0,F,1.0,3,613.2,627.2,586.5,475.5,1.0,860.0
1,1.0,PR,22.0,M,,3,564.9,520.2,490.3,422.9,1.0,340.0
2,1.0,SP,17.0,F,0.0,1,429.9,586.1,494.2,552.9,1.0,560.0
1,1.0,BA,18.0,F,0.0,3,440.1,504.8,515.6,591.8,1.0,640.0
1,1.0,CE,28.0,F,2.0,3,540.6,636.8,543.4,423.6,1.0,540.0
2,1.0,PE,19.0,F,0.0,3,442.8,621.1,527.2,456.5,1.0,560.0
1,,RJ,58.0,F,0.0,1,468.7,428.5,424.9,405.9,1.0,200.0
1,,PA,20.0,F,,3,424.3,503.5,495.1,608.5,1.0,480.0
1,,BA,27.0,F,0.0,3,472.9,468.5,494.7,588.6,1.0,320.0
1,3.0,BA,18.0,F,,3,518.2,583.8,494.6,456.8,1.0,700.0
1,3.0,RJ,28.0,F,1.0,3,535.4,668.7,612.1,585.1,1.0,540.0
1,1.0,GO,18.0,F,0.0,3,516.2,402.7,574.0,529.5,1.0,880.0
2,1.0,RJ,17.0,F,0.0,3,508.8,514.0,582.1,521.0,1.0,660.0
1,1.0,PI,19.0,F,0.0,3,542.4,617.9,582.0,546.8,1.0,720.0
2,1.0,RN,18.0,M,0.0,3,493.3,640.5,608.5,637.7,1.0,620.0
1,1.0,PE,26.0,F,0.0,3,405.8,440.4,543.5,467.9,1.0,300.0
1,1.0,MT,28.0,M,0.0,2,409.7,587.9,529.3,608.4,1.0,520.0
1,1.0,PE,24.0,F,0.0,3,482.5,560.9,525.2,542.5,1.0,520.0
1,1.0,RO,19.0,F,0.0,1,584.4,616.1,565.4,648.4,1.0,560.0
2,1.0,PI,20.0,M,1.0,3,498.6,442.0,422.2,396.2,1.0,340.0
1,1.0,CE,19.0,M,0.0,3,616.2,567.4,577.1,566.1,1.0,640.0
1,,BA,19.0,F,0.0,1,573.8,635.5,562.9,518.8,1.0,680.0
2,1.0,CE,18.0,M,0.0,3,512.5,607.0,551.7,606.3,1.0,640.0
1,1.0,RN,19.0,M,0.0,3,517.0,520.3,458.4,443.8,1.0,720.0
2,1.0,MA,17.0,M,0.0,3,600.1,683.8,592.2,702.4,1.0,780.0
1,1.0,AL,18.0,M,0.0,3,558.8,620.7,530.8,381.8,1.0,540.0
1,1.0,RS,32.0,M,1.0,1,540.9,609.2,559.9,589.3,1.0,560.0
1,1.0,SP,24.0,F,0.0,3,591.4,612.7,559.8,466.0,1.0,400.0
1,3.0,MG,19.0,F,0.0,2,499.3,429.6,433.5,378.1,1.0,600.0
2,1.0,PA,18.0,M,0.0,3,441.6,531.5,483.0,532.8,1.0,500.0
1,1.0,BA,24.0,M,0.0,2,473.8,539.0,489.2,475.5,1.0,420.0
2,1.0,PR,17.0,F,0.0,3,522.9,564.4,485.5,441.2,1.0,480.0
1,1.0,RS,21.0,M,0.0,1,551.0,668.5,650.0,612.7,1.0,500.0
1,1.0,SP,38.0,F,,1,518.5,622.0,551.1,460.3,1.0,600.0
1,,SP,21.0,M,0.0,1,576.7,626.7,630.6,595.7,1.0,600.0
1,1.0,PE,17.0,F,0.0,1,528.1,664.3,644.0,482.5,1.0,860.0
1,,PR,18.0,F,0.0,3,656.8,672.1,629.4,733.6,1.0,660.0
1,1.0,MA,16.0,M,0.0,2,640.2,530.7,603.9,748.5,1.0,940.0
1,1.0,PE,37.0,F,1.0,2,439.9,571.8,563.4,406.7,1.0,620.0
1,,MG,24.0,F,0.0,1,391.4,553.5,437.5,399.7,1.0,560.0
1,1.0,PE,17.0,F,0.0,2,592.1,557.4,519.0,610.4,1.0,720.0
1,1.0,MG,18.0,F,0.0,1,470.7,619.2,561.8,603.8,1.0,800.0
2,1.0,MT,17.0,M,,3,460.5,560.9,502.4,586.8,1.0,780.0
1,,SE,20.0,M,0.0,3,566.5,660.9,598.4,717.7,1.0,540.0
2,1.0,SC,18.0,M,0.0,1,578.1,571.5,582.2,657.6,1.0,520.0
2,1.0,MG,18.0,M,0.0,3,575.5,682.6,606.2,567.1,1.0,680.0
2,1.0,CE,17.0,F,0.0,3,437.4,462.3,503.3,429.7,1.0,720.0
1,,SP,20.0,F,1.0,3,504.0,474.3,552.0,520.0,1.0,680.0
2,1.0,PA,17.0,M,0.0,3,492.4,649.8,569.7,629.0,1.0,940.0
1,1.0,MA,19.0,F,0.0,3,477.2,556.7,497.6,508.5,1.0,520.0
1,1.0,DF,22.0,F,1.0,1,388.3,624.4,566.4,489.0,1.0,400.0
1,1.0,MG,20.0,M,0.0,2,678.0,734.9,614.7,767.2,1.0,900.0
1,,PR,25.0,M,0.0,1,472.9,631.9,542.2,514.1,1.0,300.0
1,1.0,CE,30.0,F,1.0,3,463.1,543.8,460.7,417.1,1.0,360.0
1,,PR,20.0,M,0.0,1,392.7,564.4,472.5,587.6,1.0,260.0
2,1.0,MG,18.0,F,1.0,1,451.1,584.4,508.8,461.3,1.0,280.0
1,,MG,21.0,F,0.0,1,571.0,679.2,560.0,597.2,1.0,880.0
1,,SP,20.0,F,0.0,1,726.8,739.3,645.4,713.2,1.0,820.0
1,,PA,20.0,F,0.0,3,488.8,457.6,467.4,550.9,1.0,480.0
1,3.0,PE,25.0,F,0.0,3,437.4,519.9,447.3,379.2,1.0,380.0
1,,MG,16.0,F,0.0,3,502.9,572.8,514.7,420.8,1.0,340.0
1,1.0,AL,17.0,M,0.0,2,566.5,591.0,512.1,697.2,1.0,640.0
1,,AL,18.0,F,0.0,2,541.4,586.3,522.5,534.1,1.0,780.0
4,1.0,SP,17.0,M,0.0,1,518.1,629.4,522.9,560.4,1.0,700.0
1,,MG,20.0,M,0.0,1,542.4,498.4,538.8,602.2,1.0,620.0
1,1.0,PE,20.0,F,0.0,4,425.4,562.4,480.6,408.3,1.0,600.0
4,1.0,PA,18.0,F,0.0,3,630.7,662.0,595.9,598.7,1.0,820.0
2,1.0,RJ,19.0,M,0.0,2,499.4,624.7,515.7,701.3,1.0,620.0
1,1.0,ES,21.0,M,0.0,3,430.0,539.0,521.4,556.9,1.0,600.0
1,1.0,MG,26.0,F,0.0,0,588.8,685.6,646.7,641.2,1.0,820.0
1,1.0,SP,24.0,F,0.0,1,437.0,529.0,485.1,477.7,1.0,500.0
1,1.0,MT,20.0,F,0.0,3,388.6,409.1,431.6,388.9,1.0,380.0
1,1.0,BA,24.0,F,0.0,3,558.1,659.2,595.0,398.3,1.0,640.0
1,1.0,PE,32.0,F,1.0,0,380.3,501.1,481.9,501.7,1.0,340.0
1,1.0,CE,39.0,F,0.0,3,444.7,570.7,547.5,480.8,1.0,480.0
1,1.0,TO,21.0,F,0.0,3,388.4,480.0,557.5,482.4,1.0,340.0
4,1.0,MS,17.0,F,0.0,3,695.4,682.8,632.1,629.1,1.0,840.0
2,1.0,PE,17.0,F,0.0,1,451.2,590.8,516.4,502.0,1.0,560.0
2,1.0,CE,18.0,F,0.0,3,468.9,566.8,528.8,496.1,1.0,520.0
1,1.0,BA,28.0,M,0.0,2,424.3,549.7,587.4,509.6,1.0,720.0
4,1.0,PA,17.0,M,0.0,3,572.9,675.9,594.2,728.1,1.0,420.0
1,1.0,SP,19.0,F,0.0,3,453.5,616.2,531.1,664.7,1.0,600.0
1,,SP,21.0,F,0.0,1,616.5,684.4,650.4,571.7,1.0,900.0
2,1.0,MG,19.0,F,0.0,0,528.7,616.4,592.5,475.8,1.0,660.0
1,3.0,GO,22.0,F,0.0,3,418.0,527.3,485.7,446.5,1.0,440.0
1,1.0,MG,19.0,M,,1,485.6,629.4,546.8,431.2,1.0,500.0
1,,MG,19.0,F,0.0,3,516.3,536.8,546.7,441.6,1.0,360.0
1,1.0,MA,18.0,F,0.0,3,495.1,656.8,577.3,521.4,1.0,620.0
1,1.0,SP,18.0,F,0.0,2,562.8,669.6,589.7,678.1,1.0,640.0
1,,SP,18.0,F,0.0,1,612.8,647.1,587.7,646.8,1.0,720.0
1,1.0,SP,40.0,M,1.0,3,451.5,435.4,439.3,538.3,1.0,320.0
1,,CE,19.0,M,0.0,3,551.1,591.3,497.9,444.3,1.0,560.0
1,,PR,40.0,M,,3,453.0,484.6,346.9,432.5,1.0,260.0
2,1.0,SP,18.0,F,0.0,1,484.6,628.2,580.1,420.3,1.0,540.0
1,,SP,25.0,M,0.0,1,465.1,618.9,538.7,600.9,1.0,420.0
1,1.0,SP,48.0,M,0.0,1,542.0,572.2,549.1,647.6,1.0,420.0
1,1.0,SP,20.0,F,0.0,3,557.7,615.8,535.8,408.1,1.0,580.0
1,1.0,SP,18.0,F,0.0,1,494.6,597.0,425.7,565.9,1.0,360.0
1,,TO,26.0,F,2.0,1,542.2,623.0,560.0,519.3,1.0,700.0
2,1.0,AM,17.0,F,0.0,3,481.1,607.7,572.0,445.1,1.0,640.0
1,1.0,AM,34.0,F,1.0,3,397.9,609.0,525.0,418.3,1.0,640.0
1,1.0,SP,27.0,F,0.0,1,517.3,571.2,552.2,500.0,1.0,620.0
1,1.0,BA,24.0,F,0.0,3,534.8,497.2,451.8,426.3,1.0,460.0
1,1.0,SP,20.0,F,0.0,2,641.0,708.1,652.5,711.2,1.0,940.0
1,1.0,SP,20.0,F,0.0,1,558.9,575.9,609.6,600.9,1.0,580.0
1,1.0,BA,17.0,F,0.0,2,524.5,606.0,470.5,393.4,1.0,600.0
4,1.0,BA,18.0,F,0.0,1,539.3,510.9,569.4,484.6,1.0,660.0
1,1.0,AM,36.0,F,0.0,3,456.4,597.9,441.6,523.7,1.0,500.0
1,1.0,SC,20.0,F,0.0,1,536.9,653.9,608.8,603.3,1.0,700.0
1,1.0,ES,26.0,M,0.0,2,493.5,579.9,491.8,536.2,1.0,640.0
4,1.0,SC,17.0,F,0.0,1,544.3,627.3,635.3,640.5,1.0,780.0
1,1.0,RJ,19.0,F,0.0,1,425.6,464.5,464.3,632.9,1.0,320.0
1,1.0,SP,26.0,M,0.0,1,451.9,506.5,461.9,397.3,1.0,160.0
2,1.0,SC,17.0,F,0.0,1,465.3,597.8,571.3,508.3,1.0,380.0
1,,CE,16.0,F,0.0,3,541.2,646.5,623.2,473.6,1.0,660.0
1,,RJ,41.0,F,1.0,3,491.2,598.5,522.4,468.1,1.0,300.0
2,1.0,RN,18.0,M,0.0,3,516.4,439.6,465.9,531.3,1.0,480.0
2,1.0,SP,17.0,M,0.0,1,636.0,677.4,620.8,788.5,1.0,380.0
4,1.0,MG,17.0,M,0.0,2,653.4,698.9,634.6,766.1,1.0,840.0
1,,SP,16.0,M,0.0,1,449.7,645.8,616.6,715.0,1.0,680.0
1,1.0,PR,17.0,F,0.0,1,589.3,693.2,612.7,686.4,1.0,460.0
1,1.0,BA,25.0,F,0.0,3,472.9,595.5,562.1,462.9,1.0,420.0
2,1.0,SC,18.0,F,0.0,1,575.3,609.1,583.2,541.5,1.0,380.0
1,1.0,BA,18.0,F,0.0,1,476.1,531.2,476.7,553.5,1.0,380.0
1,1.0,PE,20.0,M,0.0,2,433.8,596.2,521.7,504.3,1.0,560.0
4,1.0,BA,18.0,F,0.0,3,532.9,628.6,582.9,674.8,1.0,360.0
1,,SP,22.0,F,0.0,1,666.1,664.9,652.3,718.6,1.0,640.0
2,1.0,CE,18.0,F,0.0,1,414.6,,,487.1,,
2,3.0,SP,17.0,F,0.0,1,514.1,535.3,508.2,566.0,1.0,360.0
2,1.0,MS,18.0,M,0.0,4,443.5,521.3,536.1,570.8,1.0,340.0
1,1.0,PB,43.0,M,1.0,1,383.2,511.0,492.4,519.9,1.0,520.0
1,3.0,MG,26.0,F,0.0,3,456.5,594.6,526.3,501.3,1.0,480.0
1,1.0,SP,20.0,F,0.0,1,519.9,637.7,565.3,586.4,1.0,600.0
2,3.0,PR,40.0,F,1.0,1,500.4,534.6,353.5,491.5,1.0,240.0
2,1.0,SP,17.0,F,0.0,1,640.5,694.4,644.2,745.1,1.0,440.0
1,1.0,MG,18.0,M,0.0,3,528.0,650.2,551.8,488.5,1.0,660.0
2,3.0,AL,22.0,F,,2,401.2,552.3,458.7,444.5,1.0,280.0
1,,PB,14.0,F,0.0,3,461.6,491.8,394.8,457.5,1.0,300.0
1,1.0,SP,18.0,F,0.0,1,542.5,603.2,589.8,575.9,1.0,780.0
2,1.0,SC,18.0,M,0.0,1,521.8,635.9,601.1,667.5,1.0,560.0
2,1.0,RO,17.0,F,0.0,2,441.4,613.2,579.8,601.6,1.0,620.0
2,1.0,SP,17.0,F,0.0,1,508.5,648.6,578.8,508.4,1.0,600.0
1,1.0,SP,18.0,M,0.0,1,549.2,660.7,605.4,695.3,1.0,600.0
4,3.0,CE,18.0,F,0.0,3,467.2,616.7,553.5,573.6,1.0,360.0
1,,MT,21.0,F,0.0,1,563.8,667.8,550.8,637.4,1.0,880.0
1,1.0,MA,18.0,M,0.0,3,571.9,639.7,646.1,665.0,1.0,640.0
1,1.0,AM,22.0,F,0.0,3,509.6,572.3,553.2,474.0,1.0,360.0
1,,BA,19.0,F,0.0,3,467.1,463.9,473.0,467.1,1.0,460.0
1,1.0,PE,20.0,F,1.0,1,415.6,605.4,520.2,459.3,1.0,300.0
1,1.0,MG,20.0,F,0.0,1,542.2,645.6,619.8,663.6,1.0,640.0
1,1.0,RJ,18.0,F,0.0,1,549.7,649.5,665.4,403.5,1.0,840.0
1,,DF,18.0,M,0.0,3,509.0,477.9,504.1,429.5,1.0,440.0
1,,BA,19.0,F,0.0,2,546.2,589.5,608.7,410.8,1.0,580.0
1,1.0,SP,18.0,F,0.0,1,564.4,673.1,613.6,519.9,1.0,720.0
1,1.0,CE,24.0,M,0.0,3,430.7,445.0,358.2,530.7,1.0,520.0
1,,RJ,43.0,F,0.0,2,369.8,484.2,520.0,429.2,1.0,280.0
1,,PB,26.0,F,0.0,3,528.5,643.0,574.4,531.0,1.0,600.0
1,,BA,17.0,M,0.0,2,615.0,670.0,543.3,619.9,1.0,800.0
1,,PR,26.0,F,0.0,3,471.2,546.3,562.6,399.0,1.0,460.0
1,,MG,22.0,F,1.0,2,494.9,602.1,507.6,530.5,1.0,360.0
4,1.0,MG,17.0,F,0.0,3,532.0,594.6,601.7,505.9,1.0,700.0
1,1.0,PR,18.0,M,0.0,3,376.3,551.0,490.7,452.0,1.0,440.0
1,1.0,DF,20.0,M,0.0,3,503.2,663.4,600.5,561.7,1.0,600.0
1,1.0,CE,26.0,F,0.0,1,542.5,634.9,615.4,667.2,1.0,560.0
1,,MA,18.0,F,0.0,2,416.4,449.0,519.7,535.4,1.0,720.0
